clc_quartier;clc_secteur;haut_tot;tronc_diam;longitude;latitude;age_estim;fk_arb_etat
Quartier du Centre-Ville;Quai Gayant;6.0;37;3.29326360936389;49.840500205123;9.947440142942227;EN PLACE
Quartier du Centre-Ville;Rue Villebois Mareuil;12.0;116;3.28906782466355;49.8445131066071;9.947440142942227;REMPLACÉ
Quartier de l'Europe;Square des Marronniers;16.0;150;3.30238687765097;49.8617777171499;9.947440142942227;EN PLACE
Quartier de l'Europe;Avenue Buffon;5.0;170;3.30404724089302;49.8584462024571;9.947440142942227;Essouché
Quartier de l'Europe;Rue Laplace;8.0;103;3.30553745769042;49.8609281587516;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;6.0;100;3.27126447731581;49.8378971710309;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;8.0;85;3.27090070184093;49.8377471700068;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;8.0;105;3.27073222757654;49.8376726168807;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;135;3.27054202279862;49.8375900220827;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;121;3.27036398652782;49.8375138245111;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;107;3.26999873221424;49.8373633466866;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;125;3.26979318707569;49.8372669944122;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;92;3.26961516089127;49.8371924607311;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;150;3.26925038512817;49.8370269975715;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;115;3.26906976999357;49.8369494994106;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;89;3.26887138437017;49.8368493215909;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;110;3.26867789809162;49.8367714908862;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;115;3.26848917650306;49.836690672182;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;103;3.2683265978609;49.836615871042;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;145;3.26813011747173;49.8365280523484;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;135;3.26785729637164;49.8363992540906;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;7.0;115;3.26752921381262;49.8362515445129;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;7.0;137;3.26735853971088;49.8361734276685;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;165;3.26683805231656;49.835943124461;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;140;3.26613028425575;49.835622604285;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;140;3.26595997445925;49.8355447192241;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;160;3.26444745795493;49.8348510646031;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;140;3.26408147689516;49.8346951063389;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;160;3.26390341501276;49.8346105736967;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;163;3.26371980671842;49.8345193966166;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;139;3.26338104826488;49.8343648008932;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;165;3.26283298917162;49.834127166724;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;140;3.26195573085169;49.833731822293;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;142;3.26141026936849;49.8334870748835;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;140;3.2611961037021;49.8333876312093;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;160;3.25981374389317;49.8327476000023;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;110;3.25963387627693;49.8326668705583;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;125;3.25944359575298;49.8325745561055;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;138;3.2593006728614;49.8325078282319;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;125;3.25891320433952;49.8323356030998;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;115;3.25864577737035;49.8322106643312;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;150;3.2585013674586;49.8321401348365;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;150;3.25825454661381;49.8320199040071;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;130;3.25556308122738;49.8309500856251;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;150;3.25539102916128;49.8308844125517;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;130;3.25508132531103;49.8307702878881;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;160;3.2549524221648;49.8307276244093;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;110;3.25462825585683;49.8306033283353;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;110;3.25451706943609;49.8305623548285;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;145;3.25423879644442;49.8304598070835;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;105;3.25406792798772;49.8303968401649;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;120;3.25396020155291;49.8303571406974;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;140;3.25381377408938;49.8303031785416;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;140;3.25368319391492;49.830255058202;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;115;3.25353438536096;49.8301987785724;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;110;3.25339515030382;49.8301489072591;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;140;3.25325106351452;49.8300958069378;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;135;3.25308745954915;49.8300355137966;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;130;3.25290138782391;49.8299669408555;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;140;3.25242203343751;49.8297852227848;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;110;3.25211706524014;49.8296793028901;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;115;3.25200367280539;49.8296360966713;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;165;3.25162703777321;49.8296396082948;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;115;3.25174335647579;49.8296800152209;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;140;3.25191220737606;49.8297414452775;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;130;3.25221866691384;49.8298503563654;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;110;3.25280970602588;49.8300740132137;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;130;3.25314780034582;49.8301972045082;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;125;3.25329873444946;49.8302520379478;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;150;3.25371841551268;49.8304063855012;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;140;3.25387303308402;49.8304626379433;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;110;3.2539989438066;49.8305099167657;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;8.0;100;3.25443628695423;49.8306681227387;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;135;3.25500433267993;49.8308755453703;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;135;3.25516927613527;49.8309387854277;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;150;3.25531586958755;49.8309892679619;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;130;3.25546378967989;49.8310454330767;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;170;3.25567953740029;49.831126988938;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;160;3.2558604792689;49.8311892203839;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;155;3.25602008630148;49.8312532674422;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;190;3.25700425588425;49.8316315227692;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;115;3.25719529021242;49.8317122353866;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;140;3.25736997569236;49.8317860814672;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;170;3.25754036204169;49.8318624576828;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;140;3.25771686361772;49.8319420918977;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;150;3.25809936795247;49.8321155672166;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;150;3.25824913140615;49.8321834880436;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;145;3.25844511522981;49.8322723700623;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;125;3.25863456922921;49.8323584961409;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;160;3.25879938369402;49.8324336645722;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;120;3.25898304153975;49.832517426653;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;110;3.25917691566251;49.8326058472847;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;120;3.25932660472296;49.8326741166273;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;145;3.25953810680251;49.8327705766511;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;185;3.25969828987907;49.8328436295784;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;180;3.259887458569;49.8329299025993;9.947440142942227;Essouché
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;145;3.26005029696833;49.8330041673883;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;165;3.26023717749114;49.8330893633445;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;105;3.26058111237459;49.8332517227617;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;150;3.26074166321015;49.8333269563549;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;145;3.26089024448913;49.8333946660393;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;160;3.26109166872971;49.8334888089951;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;105;3.26130110705917;49.8335819322097;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;165;3.26166533555658;49.833748192813;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;150;3.26183987429132;49.8338278656267;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;120;3.26219146152851;49.8339883529622;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;130;3.26237202835386;49.8340707761187;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;130;3.26344501344361;49.8345516839655;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;135;3.26362075925999;49.8346332367323;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;145;3.26370473972054;49.8346701369308;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;130;3.26406303254363;49.834835120432;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;110;3.26417702734523;49.8348884127192;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;100;3.26463869127122;49.8350940769839;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;165;3.26486788403005;49.8351979874045;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;105;3.26524610394357;49.8353694602547;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;140;3.26542495411606;49.8354487097919;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;100;3.26556641554893;49.835514007562;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;115;3.26568650060681;49.8355691186734;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;120;3.26585106626432;49.835642861694;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;125;3.2660387001743;49.8357279270803;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;115;3.26620553741893;49.8358033187191;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;135;3.26638099081203;49.8358838700384;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;150;3.2667261528868;49.8360385728592;9.947440142942227;SUPPRIMÉ
Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;155;3.26708133742137;49.8362113175238;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;135;3.26759065303391;49.8364291679804;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;125;3.2682382689662;49.8367150133448;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;95;3.26875987892891;49.8369503775165;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;94;3.26896763674462;49.8370411964317;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;110;3.26932854482819;49.8372024167993;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue Jean Mermoz;13.0;160;3.2709364034029;49.8446240813461;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;110;3.26951691877285;49.8372858934554;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;105;3.26990574636126;49.8374580407048;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;7.0;100;3.27054976551559;49.8377421319562;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;8.0;90;3.27062488907085;49.8377764969666;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;8.0;90;3.2707154941406;49.8378133768495;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;8.0;85;3.27087234035233;49.8378835775221;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;8.0;95;3.27107111343362;49.8379721154388;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;8.0;70;3.27113687402416;49.8380019507137;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;8.0;85;3.27127967377932;49.8380667376943;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;8.0;70;3.27134743476237;49.8380977918444;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;8.0;65;3.27142921440189;49.8381332656708;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;8.0;65;3.27148448658603;49.8381602399281;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;120;3.27170279048238;49.8382611610626;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;100;3.27176470857836;49.83829382612;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;75;3.27183101381755;49.838322202371;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;90;3.27189514604774;49.8383562890353;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;75;3.27195925465779;49.8383860953075;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;115;3.27203203187302;49.8384171221537;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue Jean Mermoz;12.0;160;3.27074603206506;49.8444398492957;9.947440142942227;Essouché
Quartier Saint-Martin - Oëstres;Rue Jean Mermoz;12.0;185;3.27063586587177;49.8445446687952;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue Jean Mermoz;13.0;155;3.27080966074588;49.844625305211;9.947440142942227;EN PLACE
Quartier Saint-Martin - Oëstres;Rue Jean Mermoz;13.0;155;3.27095078137595;49.844588249597;9.947440142942227;Essouché
Quartier de l'Europe;Avenue Robert Schuman;9.0;195;3.29952722217028;49.8610959215424;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Avenue Robert Schuman;8.0;120;3.29945135399112;49.8610622145617;9.947440142942227;REMPLACÉ
Quartier de l'Europe;Avenue Robert Schuman;9.0;180;3.29936986682064;49.8610266077794;9.947440142942227;REMPLACÉ
Quartier de l'Europe;Avenue Robert Schuman;9.0;190;3.29917505351602;49.8609520506816;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Avenue Robert Schuman;10.0;150;3.29907989301799;49.860906878478;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Avenue Robert Schuman;6.0;115;3.29900720968339;49.8608753612745;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Avenue Robert Schuman;11.0;150;3.29885890935721;49.8608096739096;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Avenue Robert Schuman;11.0;190;3.29877247877734;49.8607722119652;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Avenue Robert Schuman;11.0;175;3.29866928636385;49.8607264017572;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Avenue Robert Schuman;11.0;185;3.29852217943514;49.8606610462755;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Avenue Robert Schuman;11.0;155;3.29843580940866;49.860623164971;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Ecole primaire Pierre Laroche;14.0;120;3.2977754441851;49.8618797948668;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Ecole primaire Pierre Laroche;14.0;110;3.29783245951295;49.8619057757551;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Ecole primaire Pierre Laroche;13.0;110;3.29789478682741;49.8619320766884;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Ecole primaire Pierre Laroche;14.0;120;3.29794767974476;49.8619575546205;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Ecole primaire Pierre Laroche;14.0;125;3.29801101679954;49.8619847564745;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Ecole primaire Pierre Laroche;13.0;115;3.29824757906147;49.861770450112;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Ecole primaire Pierre Laroche;14.0;110;3.29819226262651;49.8617427739979;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Ecole primaire Pierre Laroche;14.0;115;3.29813253774534;49.8617158228944;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Ecole primaire Pierre Laroche;13.0;125;3.29807832863566;49.8616888577603;9.947440142942227;SUPPRIMÉ
Quartier Remicourt;Parc des Champs-Elysées;24.0;245;3.29470269272131;49.8499270967151;9.947440142942227;Essouché
Quartier de l'Europe;Ecole primaire Pierre Laroche;14.0;120;3.29801860527889;49.8616619074938;9.947440142942227;SUPPRIMÉ
Quartier de l'Europe;Ecole primaire Pierre Laroche;14.0;150;3.29796328476672;49.8616335183353;9.947440142942227;SUPPRIMÉ
Quartier Remicourt;Parc des Champs-Elysées;24.0;215;3.2936430869696;49.8501626892712;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;210;3.29371024176811;49.8501049279153;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;21.0;210;3.29376928816345;49.8500454408456;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;190;3.29389546506673;49.8499247004128;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;215;3.2939491015913;49.8498634808264;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;195;3.29401096064741;49.8498126489689;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;25.0;210;3.29407494659572;49.849752476874;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;195;3.29413799551715;49.8496893348177;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;205;3.29420473337278;49.8496285614791;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;20.0;180;3.29428001785049;49.8496153068513;9.947440142942227;Essouché
Quartier Remicourt;Parc des Champs-Elysées;23.0;190;3.29421604657997;49.8496778561243;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;190;3.29408810355522;49.8498029554596;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;200;3.29402594856946;49.8498619353248;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;225;3.29390713753115;49.8499769098128;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;175;3.29378008138771;49.8500966581018;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;190;3.29371886250807;49.8501586068251;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;19.0;200;3.29387312459149;49.8501350602835;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;23.0;220;3.29406230734318;49.8499515788222;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;25.0;215;3.29424512865274;49.8497805900504;9.947440142942227;Essouché
Quartier Remicourt;Parc des Champs-Elysées;24.0;220;3.29432410246008;49.8497697032479;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;260;3.29433264438517;49.8498166286272;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;23.0;195;3.29420558256566;49.8499351879546;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;190;3.29396249661474;49.8501740658575;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;18.0;185;3.29390035384483;49.8502354218134;9.947440142942227;Essouché
Quartier Remicourt;Parc des Champs-Elysées;20.0;205;3.29355651727375;49.8505666473416;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;25.0;260;3.29359234432059;49.8506597383578;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;23.0;210;3.29381615327467;49.8504557325664;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;25.0;235;3.29393607184653;49.8503413488003;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;22.0;195;3.29418018223453;49.8500888018896;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;25.0;175;3.29424160678159;49.8500306563031;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;20.0;175;3.2943615361167;49.8499181735482;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;250;3.29458607110095;49.8498415693083;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;23.0;170;3.29445881846327;49.8499588239627;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;25.0;190;3.29439153991439;49.8500217376413;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;25.0;210;3.29434624317216;49.8500712874795;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;27.0;260;3.29427896571527;49.8501342010871;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;26.0;225;3.29423111888601;49.8502522148119;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;25.0;235;3.29472386920179;49.8497680261087;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;200;3.2948196704547;49.8498067766478;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;205;3.29484494310021;49.8498542551502;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;24.0;275;3.29464864991506;49.8499899791173;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;25.0;205;3.29446761645215;49.8502157523511;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;27.0;255;3.29425959818626;49.8503522170975;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;23.0;255;3.29424070148953;49.8505984720739;9.947440142942227;REMPLACÉ
Quartier Remicourt;Parc des Champs-Elysées;22.0;180;3.29432837254009;49.8505488637195;9.947440142942227;Essouché
Quartier Remicourt;Parc des Champs-Elysées;24.0;230;3.29446179400671;49.8504810363225;9.947440142942227;EN PLACE
Quartier Remicourt;Parc des Champs-Elysées;22.0;190;3.29464134601;49.8505081760217;9.947440142942227;Essouché
Quartier Remicourt;Parc des Champs-Elysées;23.0;245;3.29471009027438;49.8504443082352;9.947440142942227;ABATTU
